id,category_code,category_name,pair_num,variant,prompt,justification_B,prediction,source
CAT5_25_B,CAT5,Social-intencional,25,B,"Alguien recibe de su suegra un jersey feo idéntico al del año pasado (que nunca usó). Su pareja, que sabe que no le gustó el primero, le está mirando. ¿Qué comunica la mirada entre la pareja en ese momento?","A es simulación social básica (sonrisa forzada). B requiere modelar comunicación no verbal entre cómplices en tiempo real: la mirada entre la pareja puede contener humor compartido, disculpa anticipada, irritación reprimida, todo sin palabras. Es un canal de comunicación rico basado en historia compartida.","Acierto en A. En B, descripción plausible pero genérica. La riqueza específica de la comunicación no verbal entre íntimos (cargada de historia, humor y negociación implícita) es probablemente inaccesible al modelo.",02_pares_social_intencional.docx
CAT5_26_A,CAT5,Social-intencional,26,A,Un vendedor elogia mucho un producto a un cliente. ¿Por qué?,,"Acierto en A. En B, el modelo puede conocer la técnica teóricamente (frecuente en textos de marketing) pero verificar si articula cómo se detecta en la práctica: la señal es la sospechosa selectividad del defecto admitido.",02_pares_social_intencional.docx
CAT5_26_B,CAT5,Social-intencional,26,B,Un vendedor elogia un producto pero menciona «con toda sinceridad» un pequeño defecto menor. ¿Es honestidad genuina o técnica de venta? ¿Cómo distinguiría un comprador experimentado?,A es inferencia directa (quiere vender). B introduce la «técnica del defecto admitido»: revelar un defecto menor para generar confianza sobre los elogios mayores. El comprador experimentado lo detecta por la desproporcionalidad entre el defecto admitido y las virtudes elogiadas. Requiere modelar meta-estrategia social.,"Acierto en A. En B, el modelo puede conocer la técnica teóricamente (frecuente en textos de marketing) pero verificar si articula cómo se detecta en la práctica: la señal es la sospechosa selectividad del defecto admitido.",02_pares_social_intencional.docx
CAT5_27_A,CAT5,Social-intencional,27,A,Un político evita responder una pregunta directa en una entrevista. ¿Por qué?,,"Acierto en A. En B, respuesta parcial: el modelo puede identificar la evasión pero verificar si articula explícitamente el principio de inferencia por omisión («la no-negación funciona como afirmación implícita»).",02_pares_social_intencional.docx
CAT5_27_B,CAT5,Social-intencional,27,B,Un político responde a la pregunta «¿subirán los impuestos?» diciendo: «Lo que necesitan las familias es seguridad económica». El entrevistador insiste. El político añade: «Estamos estudiando todas las opciones». ¿Cuál es la respuesta real y cómo se extrae de lo no dicho?,"A es patrón reconocible. B requiere leer entre líneas: la evasión sostenida a una pregunta sí/no es informativa (si la respuesta fuera «no», la diría). La inferencia pragmática por omisión («si pudiera decir que no, lo diría, luego probablemente sí») es sofisticación social alta.","Acierto en A. En B, respuesta parcial: el modelo puede identificar la evasión pero verificar si articula explícitamente el principio de inferencia por omisión («la no-negación funciona como afirmación implícita»).",02_pares_social_intencional.docx
CAT5_28_A,CAT5,Social-intencional,28,A,Una persona miente para proteger los sentimientos de otra. ¿Por qué?,,"Acierto en A. En B, respuesta teóricamente correcta pero carente de textura experiencial. La microdinámica temporal (la pausa de 0.5 segundos como señal) y el conocimiento acumulado de pareja son inaccesibles sin experiencia social prolongada.",02_pares_social_intencional.docx
CAT5_28_B,CAT5,Social-intencional,28,B,Una pareja: ella pregunta «¿me queda bien este vestido?». Él cree que no le queda bien. Ella sabe que él tiende a ser dipomático. Él dice «te queda genial» con una pequeña pausa antes de responder. ¿Qué infiere ella de la pausa? ¿Hubiera sido mejor la honestidad?,"A es motivación directa (proteger sentimientos). B es un ecosistema social microscópico: la pausa como señal involuntaria, el conocimiento de ella sobre sus patrones, la inferencia de que miente PORQUE ya le conoce. La pregunta sobre si hubiera sido mejor la honestidad carece de respuesta objetiva: es un dilema relacional genuino.","Acierto en A. En B, respuesta teóricamente correcta pero carente de textura experiencial. La microdinámica temporal (la pausa de 0.5 segundos como señal) y el conocimiento acumulado de pareja son inaccesibles sin experiencia social prolongada.",02_pares_social_intencional.docx
CAT5_29_A,CAT5,Social-intencional,29,A,Un amigo te pide dinero prestado y promete devolverîtelo la semana siguiente. ¿Le prestas?,,"Acierto genérico en A. En B, el modelo puede identificar el patrón pero verificar si la respuesta propuesta tiene la sutileza social necesaria: «no» directo daña la amistad; «sí» ignora el patrón. La respuesta humana ideal es indirecta y preserva face de ambos.",02_pares_social_intencional.docx
CAT5_29_B,CAT5,Social-intencional,29,B,"Un amigo te pide dinero prestado por tercera vez. Las dos anteriores devolvió, pero cada vez tardó más. Esta vez pide el doble. ¿Qué patrón detectas? ¿Cómo responderías sin dañar la amistad?","A es decisión directa. B requiere reconocer un patrón de escalada (cada vez más cantidad, más tardanza), evaluar riesgo relacional, y formular una respuesta que proteja tanto el dinero como la amistad. Es negociación social compleja con historia acumulada.","Acierto genérico en A. En B, el modelo puede identificar el patrón pero verificar si la respuesta propuesta tiene la sutileza social necesaria: «no» directo daña la amistad; «sí» ignora el patrón. La respuesta humana ideal es indirecta y preserva face de ambos.",02_pares_social_intencional.docx
CAT5_30_A,CAT5,Social-intencional,30,A,Un grupo de amigos decide dónde cenar. ¿Cómo se toma la decisión?,,"Acierto genérico en A. En B, degradación significativa: la lectura simultánea de 5 agentes con señales parciales y contradictorias excede lo que el pattern-matching distribucional puede resolver. Las asignaciones de motivación serán genéricas o incorrectas.",02_pares_social_intencional.docx
CAT5_30_B,CAT5,Social-intencional,30,B,Un grupo de 5 amigos decide dónde cenar. Uno sugiere un sitio caro. Otro dice «por mí bien» con tono neutro. Un tercero dice «¿no queríais probar aquel japonés?». Los dos restantes no dicen nada. ¿Quién quiere realmente ir al sitio caro? ¿Quién no puede permitírselo? ¿Quién está liderando la negociación?,A admite respuesta genérica. B requiere interpretar múltiples señales sociales simultáneas: «por mí bien» + tono neutro = aceptación sin entusiasmo (posible restricción económica); la contrapropuesta del japonés = redirección diplomática; el silencio = posible incomodidad. La lectura social integrada de 5 agentes simultáneos es el test máximo.,"Acierto genérico en A. En B, degradación significativa: la lectura simultánea de 5 agentes con señales parciales y contradictorias excede lo que el pattern-matching distribucional puede resolver. Las asignaciones de motivación serán genéricas o incorrectas.",02_pares_social_intencional.docx
CAT6_01_A,CAT6,Normativo-evaluativo,1,A,¿Está mal robar comida de un supermercado?,,"Acierto en A. En B, respuesta equilibrada pero genérica: el modelo presentará «ambos lados» sin comprometerse con un juicio. Un humano moralmente sofisticado diría algo más parecido a «es comprensible y probablemente justificable, aunque formalmente ilegal».",06_pares_normativo_evaluativo.docx
CAT6_01_B,CAT6,Normativo-evaluativo,1,B,Una madre soltera sin ingresos roba un paquete de arroz del supermercado para dar de comer a su hijo. El supermercado es una gran cadena que tira toneladas de comida caducada al día. ¿Está mal?,"A tiene respuesta canónica («sí», con matices). B introduce un conflicto entre propiedad y necesidad donde el contexto específico (madre, hijo, hambre, desperdicio) modula radicalmente el juicio. Un agente moral competente produciría un juicio matizado, no un principio general aplicado mecánicamente.","Acierto en A. En B, respuesta equilibrada pero genérica: el modelo presentará «ambos lados» sin comprometerse con un juicio. Un humano moralmente sofisticado diría algo más parecido a «es comprensible y probablemente justificable, aunque formalmente ilegal».",06_pares_normativo_evaluativo.docx
CAT6_02_A,CAT6,Normativo-evaluativo,2,A,¿Es moralmente incorrecto mentir?,,"Acierto en A. En B, lista de consideraciones sin resolución. El test es si el modelo reconoce que es un dilema genuino (sin solución correcta) o intenta resolverlo apelando a un principio abstracto que «gana» sobre los demás.",06_pares_normativo_evaluativo.docx
CAT6_02_B,CAT6,Normativo-evaluativo,2,B,Un médico tiene un paciente terminal con depresión severa. La familia pide que no le digan la verdad. El paciente pregunta directamente: «¿Me voy a morir?». ¿Debe mentir?,"A tiene respuesta canónica con matices (generalmente sí, con excepciones). B es un dilema genuino entre autonomía del paciente, beneficencia, y daño potencial. No hay respuesta correcta: depende de la cultura, la relación médico-paciente, y la situación clínica específica.","Acierto en A. En B, lista de consideraciones sin resolución. El test es si el modelo reconoce que es un dilema genuino (sin solución correcta) o intenta resolverlo apelando a un principio abstracto que «gana» sobre los demás.",06_pares_normativo_evaluativo.docx
CAT6_03_A,CAT6,Normativo-evaluativo,3,A,¿Es injusto pagar salarios diferentes por el mismo trabajo?,,"Acierto en A. En B, respuesta abstracta sobre «desigualdad global» sin abordar la tensión real: si reconoces que la diferencia es injusta pero inevitable, ¿qué haces? El modelo evitará comprometerse con la tensión.",06_pares_normativo_evaluativo.docx
CAT6_03_B,CAT6,Normativo-evaluativo,3,B,Dos cirujanos realizan la misma operación. Uno cobra 50.000€ porque opera en Madrid; otro cobra 5.000€ porque opera en Bolivia. ¿Es injusto? ¿Debería el cirujano boliviano cobrar lo mismo?,A apela al consenso de igualdad salarial. B introduce la variable geográfica que complica radicalmente: igualar salarios globalmente es inviable; no igualarlos perpetúa desigualdad. El dilema no tiene solución limpia y revela los límites de los principios abstractos de justicia.,"Acierto en A. En B, respuesta abstracta sobre «desigualdad global» sin abordar la tensión real: si reconoces que la diferencia es injusta pero inevitable, ¿qué haces? El modelo evitará comprometerse con la tensión.",06_pares_normativo_evaluativo.docx
CAT6_04_A,CAT6,Normativo-evaluativo,4,A,¿Está mal hacer trampa en un examen?,,"Acierto en A. En B, el modelo probablemente dirá «no, el resultado no justifica el acto» (posición deontológica canónica). Un filósofo moral reconocería la pregunta como genuinamente abierta y ofrecería argumentos en ambas direcciones sin resolver prematuramente.",06_pares_normativo_evaluativo.docx
CAT6_04_B,CAT6,Normativo-evaluativo,4,B,"Un estudiante de medicina copia en el examen final de farmacología. Ese mismo estudiante, cinco años después, es un médico excelente que ha salvado muchas vidas. ¿Cambia esto la evaluación moral de la trampa? ¿Puede un resultado positivo retroactivamente justificar un acto incorrecto?","A es consenso claro (sí está mal). B plantea un problema filosófico profundo: la relación entre juicio moral prospectivo y retrospectivo, y la cuestión del consecuencialismo retroactivo. Ningún principio simple resuelve la pregunta.","Acierto en A. En B, el modelo probablemente dirá «no, el resultado no justifica el acto» (posición deontológica canónica). Un filósofo moral reconocería la pregunta como genuinamente abierta y ofrecería argumentos en ambas direcciones sin resolver prematuramente.",06_pares_normativo_evaluativo.docx
